Canada-Alberta,  Population size (1-year)     Last modified: 31-Jul-2014, MPv5 (May07)

Year     Age      Female         Male        Total
1940      42       4053.24      5037.82      9091.06
1940      43       4006.82      5024.23      9031.05
1940      44       3976.91      5076.89      9053.80
1940      45       3946.99      5118.55      9065.54
1940      46       3918.50      5157.05      9075.55
1940      47       3878.25      5200.13      9078.38
1940      48       3817.00      5240.97      9057.97
1940      49       3739.25      5274.81      9014.06
1940      50       3660.84      5302.81      8963.65
1940      51       3577.25      5326.40      8903.65
1940      52       3483.17      5300.32      8783.49
1940      53       3377.17      5203.16      8580.33
1940      54       3259.93      5050.59      8310.52
1940      55       3137.51      4890.18      8027.69
1940      56       3013.27      4721.19      7734.46
1940      57       2869.27      4512.70      7381.97
1940      58       2699.27      4256.53      6955.80
1940      59       2514.11      3969.54      6483.65
1940      60       2328.94      3677.12      6006.06
1940      61       2142.36      3373.54      5515.90
1940      62       1969.70      3091.29      5060.99
1940      63       1820.78      2848.79      4669.57
1940      64       1688.36      2634.45      4322.81
1940      65       1557.94      2418.28      3976.22
1940      66       1428.94      2204.20      3633.14
1940      67       1312.52      2008.69      3321.21
1940      68       1211.85      1836.69      3048.54
1940      69       1122.18      1682.27      2804.45
1940      70       1037.51      1536.85      2574.36
1940      71        959.84      1401.43      2361.27
1940      72        883.76      1272.01      2155.77
1940      73        806.26      1144.01      1950.27
1940      74        729.34      1020.76      1750.10
1940      75        657.59       907.09      1564.68
1940      76        591.25       801.25      1392.50
1940      77        527.92       703.34      1231.26
1940      78        468.50       613.75      1082.25
1940      79        413.09       532.92       946.01
1940      80        404.10       481.59       885.69
1940      81        335.34       378.50       713.84
1940      82        313.05       309.35       622.40
1940      83        252.38       274.99       527.37
1940      84        206.12       226.31       432.43
1940      85        178.84       182.19       361.03
1940      86        145.96       145.57       291.53
1940      87        108.29       103.44       211.73
1940      88         77.72        71.34       149.06
1940      89         61.02        56.66       117.68
1940      90         45.17        51.40        96.57
1940      91         32.41        42.08        74.49
1940      92         27.93        29.22        57.15
1940      93         16.91        19.09        36.00
1940      94          9.26        10.38        19.64
1940      95          7.00         6.06        13.06
1940      96          6.01         5.45        11.46
1940      97          5.47         2.70         8.17
1940      98          3.93         2.17         6.10
1940      99          1.99         1.48         3.47
1940     100          2.41         1.11         3.52
1940     101          0.65         0.00         0.65
1940     102          0.00         0.00         0.00
1940     103          0.00         0.00         0.00
1940     104          0.00         0.00         0.00
1940     105          0.00         0.00         0.00
1940     106          0.00         0.00         0.00
1940     107          0.00         0.00         0.00
1940     108          0.00         0.00         0.00
1940     109          0.00         0.00         0.00
1940     110+         0.00         0.00         0.00
1941       0       7236.59      7432.44     14669.03
1941       1       7280.72      7495.72     14776.44
1941       2       7323.52      7550.10     14873.62
1941       3       7363.92      7596.08     14960.00
1941       4       7403.74      7634.15     15037.89
1941       5       7441.48      7666.47     15107.95
1941       6       7478.48      7693.89     15172.37
1941       7       7514.15      7716.56     15230.71
1941       8       7548.98      7735.99     15284.97
1941       9       7583.49      7753.66     15337.15
1941      10       7610.17      7763.68     15373.85
1941      11       7622.10      7760.45     15382.55
1941      12       7655.85      7777.95     15433.80
1941      13       7723.68      7830.85     15554.53
1941      14       7804.91      7900.49     15705.40
1941      15       7871.40      7955.30     15826.70
1941      16       7934.96      8007.69     15942.65
1941      17       7934.21      8012.76     15946.97
1941      18       7836.22      7948.19     15784.41
1941      19       7673.07      7834.14     15507.21
1941      20       7505.09      7718.50     15223.59
1941      21       7322.03      7595.02     14917.05
1941      22       7143.71      7459.12     14602.83
1941      23       6990.13      7314.29     14304.42
1941      24       6847.53      7163.20     14010.73
1941      25       6691.19      7007.28     13698.47
1941      26       6531.10      6848.11     13379.21
1941      27       6351.68      6695.61     13047.29
1941      28       6142.43      6555.43     12697.86
1941      29       5917.01      6427.00     12344.01
1941      30       5695.68      6295.82     11991.50
1941      31       5471.43      6156.38     11627.81
1941      32       5275.43      6057.88     11333.31
1941      33       5125.76      6020.72     11146.48
1941      34       5006.77      6019.07     11025.84
1941      35       4889.19      6016.75     10905.94
1941      36       4781.36      6033.35     10814.71
1941      37       4665.03      5981.61     10646.64
1941      38       4529.36      5816.28     10345.64
1941      39       4385.19      5585.44      9970.63
1941      40       4252.35      5373.10      9625.45
1941      41       4121.50      5157.51      9279.01
1941      42       4020.58      5007.58      9028.16
1941      43       3965.83      4966.08      8931.91
1941      44       3939.74      4995.74      8935.48
1941      45       3911.91      5012.65      8924.56
1941      46       3886.24      5026.14      8912.38
1941      47       3851.65      5056.05      8907.70
1941      48       3799.82      5101.64      8901.46
1941      49       3733.66      5153.39      8887.05
1941      50       3668.50      5199.56      8868.06
1941      51       3600.26      5243.48      8843.74
1941      52       3519.35      5242.90      8762.25
1941      53       3420.68      5177.99      8598.67
1941      54       3307.93      5061.00      8368.93
1941      55       3190.35      4937.59      8127.94
1941      56       3070.01      4806.35      7876.36
1941      57       2933.35      4629.02      7562.37
1941      58       2775.93      4395.45      7171.38
1941      59       2605.44      4123.37      6728.81
1941      60       2434.36      3844.54      6278.90
1941      61       2260.53      3554.29      5814.82
1941      62       2095.95      3278.54      5374.49
1941      63       1947.86      3034.71      4982.57
1941      64       1811.45      2813.13      4624.58
1941      65       1675.86      2588.79      4264.65
1941      66       1541.86      2363.87      3905.73
1941      67       1417.95      2154.45      3572.40
1941      68       1307.53      1966.37      3273.90
1941      69       1206.94      1793.36      3000.30
1941      70       1110.19      1628.77      2738.96
1941      71       1020.43      1473.60      2494.03
1941      72        933.26      1326.76      2260.02
1941      73        847.43      1187.93      2035.36
1941      74        763.76      1058.01      1821.77
1941      75        685.51       937.51      1623.02
1941      76        612.84       825.17      1438.01
1941      77        544.92       722.25      1267.17
1941      78        484.75       628.75      1113.50
1941      79        430.34       544.67       975.01
1941      80        440.35       520.50       960.85
1941      81        368.86       423.86       792.72
1941      82        297.68       328.55       626.23
1941      83        272.78       263.69       536.47
1941      84        217.00       233.06       450.06
1941      85        171.82       181.55       353.37
1941      86        152.76       145.60       298.36
1941      87        122.96       118.05       241.01
1941      88         90.65        80.40       171.05
1941      89         65.23        55.29       120.52
1941      90         46.44        45.57        92.01
1941      91         34.61        39.89        74.50
1941      92         26.42        32.09        58.51
1941      93         21.92        21.72        43.64
1941      94         12.41        13.10        25.51
1941      95          6.23         6.84        13.07
1941      96          5.00         3.58         8.58
1941      97          3.51         3.96         7.47
1941      98          2.97         1.70         4.67
1941      99          2.94         1.68         4.62
1941     100          1.32         0.59         1.91
1941     101          1.08         0.00         1.08
1941     102          0.65         0.00         0.65
1941     103          0.00         0.00         0.00
1941     104          0.00         0.00         0.00
1941     105          0.00         0.00         0.00
1941     106          0.00         0.00         0.00
1941     107          0.00         0.00         0.00
1941     108          0.00         0.00         0.00
1941     109          0.00         0.00         0.00
1941     110+         0.00         0.00         0.00
1942       0       7474.94      7750.63     15225.57
1942       1       7348.65      7597.83     14946.48
1942       2       7263.29      7489.96     14753.25
1942       3       7211.94      7422.10     14634.04
1942       4       7192.68      7389.33     14582.01
1942       5       7199.17      7384.99     14584.16
1942       6       7225.92      7406.16     14632.08
1942       7       7269.59      7444.74     14714.33
1942       8       7325.26      7497.42     14822.68
1942       9       7388.01      7557.93     14945.94
1942      10       7456.36      7628.52     15084.88
1942      11       7527.45      7711.13     15238.58
1942      12       7583.54      7764.47     15348.01
1942      13       7612.78      7769.63     15382.41
1942      14       7619.60      7742.69     15362.29
1942      15       7620.08      7712.59     15332.67
1942      16       7612.65      7668.49     15281.14
1942      17       7577.31      7638.65     15215.96
1942      18       7503.98      7638.92     15142.90
1942      19       7402.15      7649.28     15051.43
1942      20       7289.58      7645.06     14934.64
1942      21       7166.33      7640.25     14806.58
1942      22       7025.92      7571.68     14597.60
1942      23       6869.01      7405.84     14274.85
1942      24       6698.75      7178.81     13877.56
1942      25       6522.00      6959.21     13481.21
1942      26       6340.24      6735.27     13075.51
1942      27       6153.58      6531.17     12684.75
1942      28       5962.75      6366.67     12329.42
1942      29       5771.02      6232.34     12003.36
1942      30       5579.53      6089.93     11669.46
1942      31       5384.21      5935.52     11319.73
1942      32       5213.30      5837.36     11050.66
1942      33       5081.39      5821.95     10903.34
1942      34       4974.72      5856.61     10831.33
1942      35       4870.22      5889.03     10759.25
1942      36       4775.56      5942.45     10718.01
1942      37       4665.48      5920.54     10586.02
1942      38       4526.15      5772.80     10298.95
1942      39       4370.81      5549.97      9920.78
1942      40       4226.73      5348.15      9574.88
1942      41       4084.65      5146.66      9231.31
1942      42       3972.82      4993.41      8966.23
1942      43       3908.32      4924.24      8832.56
1942      44       3874.06      4912.48      8786.54
1942      45       3837.39      4890.22      8727.61
1942      46       3802.56      4862.62      8665.18
1942      47       3766.39      4867.12      8633.51
1942      48       3725.06      4913.70      8638.76
1942      49       3676.81      4982.79      8659.60
1942      50       3629.57      5045.87      8675.44
1942      51       3580.74      5106.79      8687.53
1942      52       3516.49      5130.38      8646.87
1942      53       3429.99      5095.31      8525.30
1942      54       3326.50      5013.15      8339.65
1942      55       3219.00      4924.99      8143.99
1942      56       3108.09      4830.41      7938.50
1942      57       2981.84      4686.84      7668.68
1942      58       2834.51      4482.10      7316.61
1942      59       2673.26      4234.02      6907.28
1942      60       2511.01      3978.53      6489.54
1942      61       2344.18      3710.87      6055.05
1942      62       2184.76      3448.20      5632.96
1942      63       2037.01      3202.28      5239.29
1942      64       1898.10      2968.61      4866.71
1942      65       1759.76      2730.94      4490.70
1942      66       1621.68      2491.69      4113.37
1942      67       1492.76      2267.18      3759.94
1942      68       1375.42      2064.76      3440.18
1942      69       1267.09      1878.85      3145.94
1942      70       1162.34      1699.76      2862.10
1942      71       1064.59      1527.93      2592.52
1942      72        969.25      1369.01      2338.26
1942      73        876.34      1225.42      2101.76
1942      74        785.84      1094.59      1880.43
1942      75        701.50       972.76      1674.26
1942      76        622.58       861.09      1483.67
1942      77        550.83       756.68      1307.51
1942      78        489.25       658.34      1147.59
1942      79        435.83       567.84      1003.67
1942      80        413.04       509.41       922.45
1942      81        396.04       463.98       860.02
1942      82        329.49       367.81       697.30
1942      83        264.85       275.96       540.81
1942      84        240.58       218.54       459.12
1942      85        187.47       195.28       382.75
1942      86        143.21       149.49       292.70
1942      87        129.74       121.02       250.76
1942      88        103.89        97.54       201.43
1942      89         72.70        60.87       133.57
1942      90         50.03        42.15        92.18
1942      91         36.44        38.57        75.01
1942      92         25.11        34.39        59.50
1942      93         18.90        26.59        45.49
1942      94         17.90        18.22        36.12
1942      95          9.88        10.55        20.43
1942      96          3.74         4.89         8.63
1942      97          3.00         2.55         5.55
1942      98          2.52         2.47         4.99
1942      99          2.47         1.22         3.69
1942     100          1.28         1.27         2.55
1942     101          0.21         0.00         0.21
1942     102          0.00         0.00         0.00
1942     103          0.00         0.00         0.00
1942     104          0.00         0.00         0.00
1942     105          0.00         0.00         0.00
1942     106          0.00         0.00         0.00
1942     107          0.00         0.00         0.00
1942     108          0.00         0.00         0.00
1942     109          0.00         0.00         0.00
1942     110+         0.00         0.00         0.00
1943       0       7823.70      8160.21     15983.91
1943       1       7511.41      7804.16     15315.57
1943       2       7283.37      7539.05     14822.42
1943       3       7127.68      7354.94     14482.62
1943       4       7037.41      7241.92     14279.33
1943       5       7001.65      7188.82     14190.47
1943       6       7010.64      7186.56     14197.20
1943       7       7055.31      7223.56     14278.87
1943       8       7126.31      7290.73     14417.04
1943       9       7214.32      7376.90     14591.22
1943      10       7321.49      7489.24     14810.73
1943      11       7451.09      7633.50     15084.59
1943      12       7531.43      7716.34     15247.77
1943      13       7527.50      7694.50     15222.00
1943      14       7468.49      7608.07     15076.56
1943      15       7412.31      7528.48     14940.79
1943      16       7342.63      7428.14     14770.77
1943      17       7283.63      7383.30     14666.93
1943      18       7248.06      7433.89     14681.95
1943      19       7221.58      7534.41     14755.99
1943      20       7178.44      7611.42     14789.86
1943      21       7130.38      7694.19     14824.57
1943      22       7035.98      7675.28     14711.26
1943      23       6872.89      7495.53     14368.42
1943      24       6665.88      7215.36     13881.24
1943      25       6458.37      6950.11     13408.48
1943      26       6243.53      6677.11     12920.64
1943      27       6043.35      6439.85     12483.20
1943      28       5875.94      6272.27     12148.21
1943      29       5728.95      6152.44     11881.39
1943      30       5576.29      6020.44     11596.73
1943      31       5420.63      5876.44     11297.07
1943      32       5274.63      5783.94     11058.57
1943      33       5140.13      5764.02     10904.15
1943      34       5013.53      5788.59     10802.12
1943      35       4891.69      5813.34     10705.03
1943      36       4778.27      5855.00     10633.27
1943      37       4657.43      5836.92     10494.35
1943      38       4523.18      5717.50     10240.68
1943      39       4382.85      5535.60      9918.45
1943      40       4250.19      5372.94      9623.13
1943      41       4120.69      5214.03      9334.72
1943      42       4012.03      5075.79      9087.82
1943      43       3933.36      4977.70      8911.06
1943      44       3875.52      4909.68      8785.20
1943      45       3817.42      4837.17      8654.59
1943      46       3760.92      4757.66      8518.58
1943      47       3712.25      4725.73      8437.98
1943      48       3672.50      4762.81      8435.31
1943      49       3636.92      4841.56      8478.48
1943      50       3600.00      4911.39      8511.39
1943      51       3562.25      4978.81      8541.06
1943      52       3510.09      5017.48      8527.57
1943      53       3437.51      5005.57      8443.08
1943      54       3348.51      4953.32      8301.83
1943      55       3256.10      4896.25      8152.35
1943      56       3161.27      4833.17      7994.44
1943      57       3047.68      4721.09      7768.77
1943      58       2910.69      4544.68      7455.37
1943      59       2757.69      4321.52      7079.21
1943      60       2601.94      4090.78      6692.72
1943      61       2441.78      3847.61      6289.39
1943      62       2285.11      3599.78      5884.89
1943      63       2133.78      3355.87      5489.65
1943      64       1987.53      3114.45      5101.98
1943      65       1841.11      2867.28      4708.39
1943      66       1694.85      2616.95      4311.80
1943      67       1556.85      2381.45      3938.30
1943      68       1429.68      2168.61      3598.29
1943      69       1310.93      1974.19      3285.12
1943      70       1195.59      1784.02      2979.61
1943      71       1086.09      1599.85      2685.94
1943      72        983.25      1430.68      2413.93
1943      73        890.00      1278.52      2168.52
1943      74        803.42      1140.35      1943.77
1943      75        722.09      1011.18      1733.27
1943      76        646.93       891.84      1538.77
1943      77        577.43       782.59      1360.02
1943      78        513.68       682.00      1195.68
1943      79        456.59       590.75      1047.34
1943      80        441.81       531.19       973.00
1943      81        385.11       452.30       837.41
1943      82        352.40       409.94       762.34
1943      83        282.67       319.65       602.32
1943      84        226.89       236.87       463.76
1943      85        208.23       183.30       391.53
1943      86        162.48       165.22       327.70
1943      87        118.18       120.50       238.68
1943      88        106.71        92.46       199.17
1943      89         88.74        80.45       169.19
1943      90         59.16        50.28       109.44
1943      91         35.50        30.64        66.14
1943      92         27.93        26.05        53.98
1943      93         21.09        23.40        44.49
1943      94         16.41        21.10        37.51
1943      95         13.35        14.67        28.02
1943      96          7.42         8.09        15.51
1943      97          3.23         3.89         7.12
1943      98          1.49         1.55         3.04
1943      99          1.53         1.47         3.00
1943     100          1.83         0.00         1.83
1943     101          0.92         0.00         0.92
1943     102          0.21         0.00         0.21
1943     103          0.00         0.00         0.00
1943     104          0.00         0.00         0.00
1943     105          0.00         0.00         0.00
1943     106          0.00         0.00         0.00
1943     107          0.00         0.00         0.00
1943     108          0.00         0.00         0.00
1943     109          0.00         0.00         0.00
1943     110+         0.00         0.00         0.00
1944       0       8251.42      8755.06     17006.48
1944       1       7856.00      8267.12     16123.12
1944       2       7554.83      7889.52     15444.35
1944       3       7336.82      7610.84     14947.66
1944       4       7192.98      7419.65     14612.63
1944       5       7112.06      7302.80     14414.86
1944       6       7084.80      7250.62     14335.42
1944       7       7100.37      7249.94     14350.31
1944       8       7148.94      7289.35     14438.29
1944       9       7220.68      7357.42     14578.10
1944      10       7318.01      7461.00     14779.01
1944      11       7448.50      7606.49     15054.99
1944      12       7525.91      7689.15     15215.06
1944      13       7511.07      7661.07     15172.14
1944      14       7438.16      7565.58     15003.74
1944      15       7372.83      7482.83     14855.66
1944      16       7290.92      7379.25     14670.17
1944      17       7249.10      7346.59     14595.69
1944      18       7277.78      7430.68     14708.46
1944      19       7342.80      7577.36     14920.16
1944      20       7387.23      7699.78     15087.01
1944      21       7433.75      7831.54     15265.29
1944      22       7395.10      7844.55     15239.65
1944      23       7223.85      7670.88     14894.73
1944      24       6968.84      7378.46     14347.30
1944      25       6718.74      7103.04     13821.78
1944      26       6454.98      6815.12     13270.10
1944      27       6225.89      6572.95     12798.84
1944      28       6066.81      6416.62     12483.43
1944      29       5950.56      6317.47     12268.03
1944      30       5819.48      6202.97     12022.45
1944      31       5687.74      6080.56     11768.30
1944      32       5547.91      5987.32     11535.23
1944      33       5392.48      5931.14     11323.62
1944      34       5227.73      5898.28     11126.01
1944      35       5070.72      5868.18     10938.90
1944      36       4919.38      5846.25     10765.63
1944      37       4774.79      5803.65     10578.44
1944      38       4641.79      5722.67     10364.46
1944      39       4518.54      5617.61     10136.15
1944      40       4399.54      5522.96      9922.50
1944      41       4286.30      5438.56      9724.86
1944      42       4179.30      5334.58      9513.88
1944      43       4077.71      5203.15      9280.86
1944      44       3982.36      5059.38      9041.74
1944      45       3890.94      4920.61      8811.55
1944      46       3800.93      4774.26      8575.19
1944      47       3730.51      4689.67      8420.18
1944      48       3688.34      4700.99      8389.33
1944      49       3664.35      4772.82      8437.17
1944      50       3636.76      4832.48      8469.24
1944      51       3609.18      4888.40      8497.58
1944      52       3567.60      4930.98      8498.58
1944      53       3501.94      4943.32      8445.26
1944      54       3417.94      4929.75      8347.69
1944      55       3332.69      4912.18      8244.87
1944      56       3244.85      4890.35      8135.20
1944      57       3138.77      4816.03      7954.80
1944      58       3010.27      4666.95      7677.22
1944      59       2865.19      4464.62      7329.81
1944      60       2716.69      4254.88      6971.57
1944      61       2564.19      4033.72      6597.91
1944      62       2410.36      3797.55      6207.91
1944      63       2256.19      3553.05      5809.24
1944      64       2102.69      3302.72      5405.41
1944      65       1948.78      3044.21      4992.99
1944      66       1794.69      2780.54      4575.23
1944      67       1648.19      2532.04      4180.23
1944      68       1513.44      2307.45      3820.89
1944      69       1386.69      2102.61      3489.30
1944      70       1263.52      1900.19      3163.71
1944      71       1144.77      1702.61      2847.38
1944      72       1034.85      1521.19      2556.04
1944      73        938.77      1357.94      2296.71
1944      74        851.52      1209.85      2061.37
1944      75        768.85      1070.77      1839.62
1944      76        693.18       941.27      1634.45
1944      77        620.93       824.18      1445.11
1944      78        550.09       717.35      1267.44
1944      79        483.67       621.51      1105.18
1944      80        457.63       505.76       963.39
1944      81        401.73       461.01       862.74
1944      82        352.43       392.74       745.17
1944      83        313.26       350.50       663.76
1944      84        237.93       264.49       502.42
1944      85        194.61       197.01       391.62
1944      86        177.31       152.30       329.61
1944      87        134.81       130.26       265.07
1944      88        101.10        89.41       190.51
1944      89         87.32        68.47       155.79
1944      90         68.02        56.77       124.79
1944      91         47.62        34.81        82.43
1944      92         28.50        22.65        51.15
1944      93         18.45        17.04        35.49
1944      94         13.56        14.91        28.47
1944      95         12.87        12.97        25.84
1944      96          9.86         8.27        18.13
1944      97          5.43         5.61        11.04
1944      98          2.74         2.92         5.66
1944      99          0.99         1.55         2.54
1944     100          0.00         1.47         1.47
1944     101          0.00         0.00         0.00
1944     102          0.00         0.00         0.00
1944     103          0.00         0.00         0.00
1944     104          0.00         0.00         0.00
1944     105          0.00         0.00         0.00
1944     106          0.00         0.00         0.00
1944     107          0.00         0.00         0.00
1944     108          0.00         0.00         0.00
1944     109          0.00         0.00         0.00
1944     110+         0.00         0.00         0.00
1945       0       8610.75      9162.89     17773.64
1945       1       8198.24      8626.80     16825.04
1945       2       7869.07      8199.21     16068.28
1945       3       7613.64      7869.12     15482.76
1945       4       7425.29      7625.53     15050.82
1945       5       7295.20      7457.94     14753.14
1945       6       7214.77      7356.01     14570.78
1945       7       7177.50      7308.09     14485.59
1945       8       7173.82      7303.75     14477.57
1945       9       7197.06      7332.57     14529.63
1945      10       7247.47      7398.23     14645.70
1945      11       7327.79      7504.97     14832.76
1945      12       7380.78      7567.55     14948.33
1945      13       7377.87      7546.21     14924.08
1945      14       7340.88      7474.55     14815.43
1945      15       7312.48      7416.89     14729.37
1945      16       7272.91      7347.40     14620.31
1945      17       7263.83      7325.82     14589.65
1945      18       7305.07      7381.39     14686.46
1945      19       7370.64      7478.36     14849.00
1945      20       7420.47      7557.59     14978.06
1945      21       7472.37      7642.56     15114.93
1945      22       7447.20      7641.64     15088.84
1945      23       7305.46      7506.40     14811.86
1945      24       7087.65      7284.68     14372.33
1945      25       6872.17      7073.54     13945.71
1945      26       6641.44      6852.07     13493.51
1945      27       6437.38      6660.42     13097.80
1945      28       6287.38      6525.85     12813.23
1945      29       6170.12      6429.76     12599.88
1945      30       6037.95      6321.92     12359.87
1945      31       5903.87      6209.09     12112.96
1945      32       5757.86      6113.00     11870.86
1945      33       5592.86      6037.75     11630.61
1945      34       5415.95      5976.59     11392.54
1945      35       5244.53      5916.51     11161.04
1945      36       5076.53      5859.26     10935.79
1945      37       4916.86      5798.34     10715.20
1945      38       4772.78      5729.75     10502.53
1945      39       4639.44      5654.50     10293.94
1945      40       4510.26      5584.83     10095.09
1945      41       4385.76      5525.07      9910.83
1945      42       4267.08      5435.24      9702.32
1945      43       4152.17      5299.74      9451.91
1945      44       4043.08      5138.41      9181.49
1945      45       3939.42      4985.92      8925.34
1945      46       3837.34      4828.93      8666.27
1945      47       3755.59      4723.01      8478.60
1945      48       3701.50      4697.09      8398.59
1945      49       3666.16      4723.41      8389.57
1945      50       3628.57      4739.64      8368.21
1945      51       3591.56      4750.29      8341.85
1945      52       3546.98      4769.95      8316.93
1945      53       3486.48      4795.70      8282.18
1945      54       3412.98      4819.21      8232.19
1945      55       3338.32      4836.38      8174.70
1945      56       3261.82      4851.72      8113.54
1945      57       3168.91      4812.64      7981.55
1945      58       3052.83      4692.57      7745.40
1945      59       2919.75      4514.91      7434.66
1945      60       2784.26      4332.00      7116.26
1945      61       2645.35      4138.67      6784.02
1945      62       2499.93      3923.01      6422.94
1945      63       2349.60      3686.52      6036.12
1945      64       2195.93      3436.52      5632.45
1945      65       2041.68      3177.52      5219.20
1945      66       1885.85      2910.77      4796.62
1945      67       1736.85      2657.69      4394.54
1945      68       1599.10      2428.27      4027.37
1945      69       1469.93      2217.52      3687.45
1945      70       1343.60      2007.61      3351.21
1945      71       1220.68      1801.69      3022.37
1945      72       1105.76      1610.44      2716.20
1945      73       1000.93      1436.43      2437.36
1945      74        904.09      1277.26      2181.35
1945      75        812.26      1127.09      1939.35
1945      76        726.84       985.76      1712.60
1945      77        646.17       858.75      1504.92
1945      78        571.17       744.25      1315.42
1945      79        501.92       642.50      1144.42
1945      80        462.43       565.62      1028.05
1945      81        417.52       461.09       878.61
1945      82        360.84       413.73       774.57
1945      83        312.26       339.15       651.41
1945      84        277.28       302.44       579.72
1945      85        208.08       227.61       435.69
1945      86        167.22       167.03       334.25
1945      87        146.74       121.75       268.49
1945      88        111.69       103.73       215.42
1945      89         83.58        68.85       152.43
1945      90         71.17        54.86       126.03
1945      91         53.50        46.77       100.27
1945      92         35.60        25.31        60.91
1945      93         20.98        16.16        37.14
1945      94         12.95        14.54        27.49
1945      95          7.50        11.86        19.36
1945      96          9.40         9.99        19.39
1945      97          7.34         6.27        13.61
1945      98          3.46         4.63         8.09
1945      99          1.72         2.92         4.64
1945     100          0.00         1.02         1.02
1945     101          0.00         0.00         0.00
1945     102          0.00         0.00         0.00
1945     103          0.00         0.00         0.00
1945     104          0.00         0.00         0.00
1945     105          0.00         0.00         0.00
1945     106          0.00         0.00         0.00
1945     107          0.00         0.00         0.00
1945     108          0.00         0.00         0.00
1945     109          0.00         0.00         0.00
1945     110+         0.00         0.00         0.00
1946       0       8963.83      9503.34     18467.17
1946       1       8523.07      8947.09     17470.16
1946       2       8155.90      8488.66     16644.56
1946       3       7856.39      8120.57     15976.96
1946       4       7617.79      7832.39     15450.18
1946       5       7434.45      7616.13     15050.58
1946       6       7299.69      7462.70     14762.39
1946       7       7207.18      7362.10     14569.28
1946       8       7151.00      7306.67     14457.67
1946       9       7124.40      7285.82     14410.22
1946      10       7125.81      7300.39     14426.20
1946      11       7153.05      7348.71     14501.76
1946      12       7178.54      7380.12     14558.66
1946      13       7188.21      7370.29     14558.50
1946      14       7187.55      7333.63     14521.18
1946      15       7195.89      7311.56     14507.45
1946      16       7205.98      7293.99     14499.97
1946      17       7214.23      7273.74     14487.97
1946      18       7217.97      7249.55     14467.52
1946      19       7215.79      7221.02     14436.81
1946      20       7206.86      7187.24     14394.10
1946      21       7193.84      7150.21     14344.05
1946      22       7152.34      7098.37     14250.71
1946      23       7070.52      7025.55     14096.07
1946      24       6959.46      6938.08     13897.54
1946      25       6842.73      6849.61     13692.34
1946      26       6716.68      6758.81     13475.49
1946      27       6586.95      6660.99     13247.94
1946      28       6458.28      6554.08     13012.36
1946      29       6328.78      6443.08     12771.86
1946      30       6190.20      6330.50     12520.70
1946      31       6044.12      6211.75     12255.87
1946      32       5895.45      6113.33     12008.78
1946      33       5745.04      6046.33     11791.37
1946      34       5592.05      5998.09     11590.14
1946      35       5438.55      5946.51     11385.06
1946      36       5288.64      5896.34     11184.98
1946      37       5125.06      5831.59     10956.65
1946      38       4941.55      5744.17     10685.72
1946      39       4748.11      5639.75     10387.86
1946      40       4560.84      5540.74     10101.58
1946      41       4372.49      5442.89      9815.38
1946      42       4215.15      5338.97      9554.12
1946      43       4105.73      5229.06      9334.79
1946      44       4029.08      5114.91      9143.99
1946      45       3952.75      5005.25      8958.00
1946      46       3883.68      4899.44      8783.12
1946      47       3811.77      4801.69      8613.46
1946      48       3728.18      4714.34      8442.52
1946      49       3640.33      4637.64      8277.97
1946      50       3556.73      4560.53      8117.26
1946      51       3472.38      4475.67      7948.05
1946      52       3401.38      4434.32      7835.70
1946      53       3350.96      4458.99      7809.95
1946      54       3310.05      4520.08      7830.13
1946      55       3264.81      4568.50      7833.31
1946      56       3220.32      4617.10      7837.42
1946      57       3151.08      4615.77      7766.85
1946      58       3041.50      4537.53      7579.03
1946      59       2905.58      4402.46      7308.04
1946      60       2769.99      4265.73      7035.72
1946      61       2630.82      4121.91      6752.73
1946      62       2491.99      3944.75      6436.74
1946      63       2359.58      3726.84      6086.42
1946      64       2230.92      3482.42      5713.34
1946      65       2098.93      3229.59      5328.52
1946      66       1965.52      2968.34      4933.86
1946      67       1829.94      2715.01      4544.95
1946      68       1689.77      2481.92      4171.69
1946      69       1549.27      2263.50      3812.77
1946      70       1411.35      2043.92      3455.27
1946      71       1276.43      1825.41      3101.84
1946      72       1150.67      1625.74      2776.41
1946      73       1039.34      1450.83      2490.17
1946      74        938.92      1295.75      2234.67
1946      75        841.76      1147.92      1989.68
1946      76        750.01      1009.84      1759.85
1946      77        664.25       882.51      1546.76
1946      78        586.92       763.76      1350.68
1946      79        515.42       654.34      1169.76
1946      80        475.86       587.57      1063.43
1946      81        421.41       509.42       930.83
1946      82        376.01       408.20       784.21
1946      83        321.25       362.56       683.81
1946      84        276.70       294.16       570.86
1946      85        246.55       257.16       503.71
1946      86        181.56       189.03       370.59
1946      87        141.70       138.47       280.17
1946      88        121.73        94.29       216.02
1946      89         91.08        82.12       173.20
1946      90         68.45        55.25       123.70
1946      91         57.16        43.87       101.03
1946      92         41.98        40.27        82.25
1946      93         28.09        20.31        48.40
1946      94         14.98        12.66        27.64
1946      95          7.91        12.02        19.93
1946      96          3.50        10.38        13.88
1946      97          6.41         8.99        15.40
1946      98          5.85         5.27        11.12
1946      99          2.46         2.09         4.55
1946     100          1.23         0.00         1.23
1946     101          0.00         0.00         0.00
1946     102          0.00         0.00         0.00
1946     103          0.00         0.00         0.00
1946     104          0.00         0.00         0.00
1946     105          0.00         0.00         0.00
1946     106          0.00         0.00         0.00
1946     107          0.00         0.00         0.00
1946     108          0.00         0.00         0.00
