Canada-Alberta, Deaths (1x1)     Last modified: 31-Jul-2014, MPv5 (May07)

Year     Age        Female             Male            Total
1921      0            583.28           808.28          1391.56
1921      1             82.04           114.04           196.08
1921      2             47.02            47.02            94.04
1921      3             39.02            54.02            93.04
1921      4             30.01            30.01            60.02
1921      5             34.02            35.01            69.03
1921      6             29.01            23.01            52.02
1921      7             36.02            37.01            73.03
1921      8             27.01            25.01            52.02
1921      9             23.01            30.01            53.02
1921     10             12.01            14.00            26.01
1921     11             12.01            13.00            25.01
1921     12             14.01            12.00            26.01
1921     13             16.01            15.01            31.02
1921     14             14.01            15.01            29.02
1921     15              9.00            13.00            22.00
1921     16              9.00            18.01            27.01
1921     17              3.00            18.01            21.01
1921     18             23.01            14.00            37.01
1921     19             13.01            19.01            32.02
1921     20             14.01            12.00            26.01
1921     21             13.01            21.01            34.02
1921     22             13.01            14.00            27.01
1921     23             21.01            23.01            44.02
1921     24             19.01            16.01            35.02
1921     25             16.01            21.01            37.02
1921     26             21.01            12.00            33.01
1921     27              9.00            18.01            27.01
1921     28             19.01            17.01            36.02
1921     29             20.01            13.00            33.01
1921     30             26.01            18.01            44.02
1921     31             15.01            21.01            36.02
1921     32             21.01            21.01            42.02
1921     33             21.01            24.01            45.02
1921     34             18.01            21.01            39.02
1921     35             28.01            32.01            60.02
1921     36             21.01            23.01            44.02
1921     37             21.01            14.00            35.01
1921     38             22.01            28.01            50.02
1921     39             15.01            23.01            38.02
1921     40             15.01            28.01            43.02
1921     41             12.01            24.01            36.02
1921     42             10.00            29.01            39.01
1921     43             22.01            30.01            52.02
1921     44             14.01            21.01            35.02
1921     45             15.01            33.01            48.02
1921     46             10.00            18.01            28.01
1921     47             11.01            31.01            42.02
1921     48             13.01            20.01            33.02
1921     49             16.01            34.01            50.02
1921     50             15.01            28.01            43.02
1921     51             16.01            14.00            30.01
1921     52             20.01            31.01            51.02
1921     53             13.01            18.01            31.02
1921     54             10.00            20.01            30.01
1921     55             13.01            31.01            44.02
1921     56             13.01            32.01            45.02
1921     57             16.01            24.01            40.02
1921     58             11.01            34.01            45.02
1921     59             23.01            24.01            47.02
1921     60             20.01            21.01            41.02
1921     61             19.01            28.01            47.02
1921     62             17.01            42.01            59.02
1921     63              7.00            34.01            41.01
1921     64             15.01            27.01            42.02
1921     65             19.01            27.01            46.02
1921     66             18.01            18.01            36.02
1921     67             22.01            29.01            51.02
1921     68             19.01            26.01            45.02
1921     69             12.01            23.01            35.02
1921     70             18.01            31.01            49.02
1921     71             11.01            26.01            37.02
1921     72             13.01            25.01            38.02
1921     73             17.01            16.01            33.02
1921     74             16.01            28.01            44.02
1921     75              6.00            15.01            21.01
1921     76              7.00            20.01            27.01
1921     77              8.00            20.01            28.01
1921     78             13.01            21.01            34.02
1921     79              8.00            13.00            21.00
1921     80             17.01            18.01            35.02
1921     81              3.00             8.00            11.00
1921     82              9.00            11.00            20.00
1921     83             11.01             9.00            20.01
1921     84              8.00            10.00            18.00
1921     85              4.00            11.00            15.00
1921     86              7.00             8.00            15.00
1921     87              7.00             4.00            11.00
1921     88              3.00             6.00             9.00
1921     89              2.00             4.00             6.00
1921     90              2.00             1.00             3.00
1921     91              2.00             0.00             2.00
1921     92              2.00             2.00             4.00
1921     93              1.00             1.00             2.00
1921     94              0.00             1.00             1.00
1921     95              0.00             0.00             0.00
1921     96              2.00             0.00             2.00
1921     97              0.00             1.00             1.00
1921     98              0.00             0.00             0.00
1921     99              0.00             0.00             0.00
1921    100              0.00             2.00             2.00
1921    101              0.00             0.00             0.00
1921    102              0.00             0.00             0.00
1921    103              0.00             0.00             0.00
1921    104              0.00             0.00             0.00
1921    105              0.00             0.00             0.00
1921    106              0.00             0.00             0.00
1921    107              0.00             0.00             0.00
1921    108              0.00             0.00             0.00
1921    109              0.00             0.00             0.00
1921    110+             0.00             0.00             0.00
1922      0            637.56           838.56          1476.12
1922      1             85.07           112.08           197.15
1922      2             43.04            63.04           106.08
1922      3             18.02            34.02            52.04
1922      4             25.02            37.02            62.04
1922      5             29.03            31.02            60.05
1922      6             31.03            28.02            59.05
1922      7             15.01            33.02            48.03
1922      8             26.02            25.02            51.04
1922      9             19.02            31.02            50.04
1922     10             23.02            26.02            49.04
1922     11             17.01            16.01            33.02
1922     12             25.02            17.01            42.03
1922     13             15.01            15.01            30.02
1922     14             13.01            23.02            36.03
1922     15             14.01             7.00            21.01
1922     16             14.01            16.01            30.02
1922     17             16.01            14.01            30.02
1922     18             14.01            18.01            32.02
1922     19             14.01            15.01            29.02
1922     20             12.01            19.01            31.02
1922     21             18.02            11.01            29.03
1922     22             12.01            13.01            25.02
1922     23             18.02            12.01            30.03
1922     24             19.02            17.01            36.03
1922     25             24.02            12.01            36.03
1922     26             22.02            14.01            36.03
1922     27             24.02            19.01            43.03
1922     28             18.02            21.01            39.03
1922     29             17.01            18.01            35.02
1922     30             13.01            29.02            42.03
1922     31             13.01            16.01            29.02
1922     32             25.02            23.02            48.04
1922     33             23.02            19.01            42.03
1922     34             25.02            22.01            47.03
1922     35             25.02            27.02            52.04
1922     36             18.02            31.02            49.04
1922     37             20.02            22.01            42.03
1922     38             32.03            29.02            61.05
1922     39             24.02            21.01            45.03
1922     40             28.02            40.03            68.05
1922     41             15.01            18.01            33.02
1922     42             26.02            38.03            64.05
1922     43             17.01            27.02            44.03
1922     44             16.01            22.01            38.02
1922     45             23.02            34.02            57.04
1922     46             17.01            15.01            32.02
1922     47             15.01            14.01            29.02
1922     48             15.01            30.02            45.03
1922     49             11.01            20.01            31.02
1922     50             17.01            32.02            49.03
1922     51             18.02            21.01            39.03
1922     52             19.02            30.02            49.04
1922     53             15.01            28.02            43.03
1922     54             15.01            28.02            43.03
1922     55             22.02            37.02            59.04
1922     56             19.02            27.02            46.04
1922     57              9.01            21.01            30.02
1922     58             23.02            27.02            50.04
1922     59             21.02            25.02            46.04
1922     60             17.01            39.03            56.04
1922     61              8.01            19.01            27.02
1922     62             21.02            26.02            47.04
1922     63             19.02            29.02            48.04
1922     64             13.01            24.02            37.03
1922     65             25.02            44.03            69.05
1922     66             13.01            35.02            48.03
1922     67             23.02            31.02            54.04
1922     68             15.01            29.02            44.03
1922     69             19.02            27.02            46.04
1922     70             19.02            29.02            48.04
1922     71             14.01            16.01            30.02
1922     72             23.02            29.02            52.04
1922     73             13.01            36.02            49.03
1922     74             14.01            23.02            37.03
1922     75             12.01            25.02            37.03
1922     76             14.01            33.02            47.03
1922     77             14.01            22.01            36.02
1922     78             19.02            23.02            42.04
1922     79             10.01            12.01            22.02
1922     80             12.01            12.01            24.02
1922     81              8.01            10.01            18.02
1922     82             15.01            11.01            26.02
1922     83              9.01            11.01            20.02
1922     84             11.01            12.01            23.02
1922     85              8.01            15.01            23.02
1922     86              8.01             5.00            13.01
1922     87              7.01            11.01            18.02
1922     88              3.00             1.00             4.00
1922     89              4.00             2.00             6.00
1922     90              2.00             4.00             6.00
1922     91              0.00             1.00             1.00
1922     92              2.00             3.00             5.00
1922     93              1.00             0.00             1.00
1922     94              0.00             1.00             1.00
1922     95              3.00             1.00             4.00
1922     96              3.00             0.00             3.00
1922     97              0.00             1.00             1.00
1922     98              0.00             0.00             0.00
1922     99              0.00             0.00             0.00
1922    100              1.00             2.00             3.00
1922    101              0.00             0.00             0.00
1922    102              0.00             0.00             0.00
1922    103              0.00             0.00             0.00
1922    104              0.00             0.00             0.00
1922    105              0.00             0.00             0.00
1922    106              0.00             0.00             0.00
1922    107              0.00             0.00             0.00
1922    108              0.00             0.00             0.00
1922    109              0.00             0.00             0.00
1922    110+             0.00             0.00             0.00
1923      0            594.28           824.86          1419.14
1923      1             80.04            91.10           171.14
1923      2             36.02            46.05            82.07
1923      3             23.01            36.04            59.05
1923      4             24.01            27.03            51.04
1923      5             25.01            25.03            50.04
1923      6             24.01            21.02            45.03
1923      7             19.01            16.02            35.03
1923      8             26.01            24.03            50.04
1923      9             20.01            21.02            41.03
1923     10             19.01            18.02            37.03
1923     11             11.01            12.01            23.02
1923     12              7.00            17.02            24.02
1923     13             11.01            19.02            30.03
1923     14             14.01            15.02            29.03
1923     15             14.01            15.02            29.03
1923     16             18.01            20.02            38.03
1923     17             13.01            12.01            25.02
1923     18             19.01            24.03            43.04
1923     19             12.01            17.02            29.03
1923     20             12.01            15.02            27.03
1923     21              6.00            25.03            31.03
1923     22             20.01            15.02            35.03
1923     23             19.01            19.02            38.03
1923     24             14.01            10.01            24.02
1923     25             11.01            11.01            22.02
1923     26             15.01            14.01            29.02
1923     27             12.01            21.02            33.03
1923     28             16.01            20.02            36.03
1923     29             15.01            21.02            36.03
1923     30             26.01            16.02            42.03
1923     31              9.00            11.01            20.01
1923     32             20.01            20.02            40.03
1923     33             16.01            17.02            33.03
1923     34             28.01            21.02            49.03
1923     35             28.01            28.03            56.04
1923     36             19.01            19.02            38.03
1923     37             18.01            29.03            47.04
1923     38             23.01            26.03            49.04
1923     39             24.01            29.03            53.04
1923     40             21.01            31.03            52.04
1923     41             19.01            17.02            36.03
1923     42             27.01            32.03            59.04
1923     43             14.01            25.03            39.04
1923     44             17.01            20.02            37.03
1923     45             14.01            35.04            49.05
1923     46             13.01            25.03            38.04
1923     47             13.01            29.03            42.04
1923     48             10.00            24.03            34.03
1923     49             19.01            26.03            45.04
1923     50             22.01            20.02            42.03
1923     51             10.00            25.03            35.03
1923     52             13.01            21.02            34.03
1923     53             24.01            22.02            46.03
1923     54             18.01            17.02            35.03
1923     55             14.01            25.03            39.04
1923     56             18.01            33.03            51.04
1923     57             23.01            22.02            45.03
1923     58             18.01            31.03            49.04
1923     59             23.01            22.02            45.03
1923     60             13.01            37.04            50.05
1923     61             18.01            29.03            47.04
1923     62             18.01            26.03            44.04
1923     63             19.01            27.03            46.04
1923     64             14.01            31.03            45.04
1923     65             20.01            29.03            49.04
1923     66             27.01            30.03            57.04
1923     67             16.01            37.04            53.05
1923     68             24.01            36.04            60.05
1923     69             14.01            29.03            43.04
1923     70             12.01            28.03            40.04
1923     71              4.00            23.02            27.02
1923     72             23.01            27.03            50.04
1923     73             19.01            37.04            56.05
1923     74             19.01            13.01            32.02
1923     75             22.01            35.04            57.05
1923     76             17.01            23.02            40.03
1923     77             13.01            11.01            24.02
1923     78             16.01            16.02            32.03
1923     79             13.01            17.02            30.03
1923     80             14.01            18.02            32.03
1923     81              4.00            15.02            19.02
1923     82             12.01            17.02            29.03
1923     83              5.00            13.01            18.01
1923     84             14.01             9.01            23.02
1923     85             10.00            10.01            20.01
1923     86              6.00             6.01            12.01
1923     87              5.00             7.01            12.01
1923     88              6.00            13.01            19.01
1923     89              7.00             8.01            15.01
1923     90              5.00             7.01            12.01
1923     91              1.00             1.00             2.00
1923     92              2.00             0.00             2.00
1923     93              0.00             0.00             0.00
1923     94              0.00             4.00             4.00
1923     95              0.00             0.00             0.00
1923     96              0.00             0.00             0.00
1923     97              0.00             0.00             0.00
1923     98              0.00             0.00             0.00
1923     99              1.00             0.00             1.00
1923    100              1.00             0.00             1.00
1923    101              0.00             0.00             0.00
1923    102              0.00             0.00             0.00
1923    103              0.00             0.00             0.00
1923    104              0.00             0.00             0.00
1923    105              0.00             0.00             0.00
1923    106              0.00             0.00             0.00
1923    107              0.00             0.00             0.00
1923    108              0.00             0.00             0.00
1923    109              0.00             0.00             0.00
1923    110+             0.00             0.00             0.00
1924      0            550.00           677.00          1227.00
1924      1             78.00           102.00           180.00
1924      2             39.00            37.00            76.00
1924      3             44.00            32.00            76.00
1924      4             27.00            42.00            69.00
1924      5             20.00            30.00            50.00
1924      6             25.00            19.00            44.00
1924      7             20.00            19.00            39.00
1924      8             19.00            22.00            41.00
1924      9             22.00            22.00            44.00
1924     10             19.00            21.00            40.00
1924     11             13.00            20.00            33.00
1924     12             11.00            13.00            24.00
1924     13             15.00            18.00            33.00
1924     14             13.00            12.00            25.00
1924     15             10.00            15.00            25.00
1924     16             15.00            19.00            34.00
1924     17              8.00            12.00            20.00
1924     18             23.00            19.00            42.00
1924     19             17.00            17.00            34.00
1924     20              9.00            19.00            28.00
1924     21             18.00            20.00            38.00
1924     22             20.00            14.00            34.00
1924     23             18.00            17.00            35.00
1924     24             11.00            11.00            22.00
1924     25             12.00            17.00            29.00
1924     26             15.00             9.00            24.00
1924     27             14.00            20.00            34.00
1924     28             14.00            16.00            30.00
1924     29             15.00            13.00            28.00
1924     30             21.00            15.00            36.00
1924     31             16.00            21.00            37.00
1924     32             19.00            11.00            30.00
1924     33             13.00            18.00            31.00
1924     34             19.00            15.00            34.00
1924     35             18.00            31.00            49.00
1924     36             20.00            23.00            43.00
1924     37             18.00            14.00            32.00
1924     38             24.00            18.00            42.00
1924     39             20.00            22.00            42.00
1924     40             18.00            31.00            49.00
1924     41             17.00            16.00            33.00
1924     42             15.00            27.00            42.00
1924     43             14.00            26.00            40.00
1924     44             23.00            20.00            43.00
1924     45             10.00            31.00            41.00
1924     46             18.00            20.00            38.00
1924     47             17.00            19.00            36.00
1924     48             15.00            34.00            49.00
1924     49             13.00            16.00            29.00
1924     50             24.00            28.00            52.00
1924     51             12.00            18.00            30.00
1924     52             20.00            29.00            49.00
1924     53             20.00            40.00            60.00
1924     54             24.00            33.00            57.00
1924     55             19.00            18.00            37.00
1924     56             16.00            31.00            47.00
1924     57             10.00            14.00            24.00
1924     58             17.00            28.00            45.00
1924     59             17.00            28.00            45.00
1924     60             18.00            37.00            55.00
1924     61             12.00            18.00            30.00
1924     62             20.00            31.00            51.00
1924     63             27.00            34.00            61.00
1924     64             17.00            36.00            53.00
1924     65             28.00            36.00            64.00
1924     66             22.00            41.00            63.00
1924     67             20.00            33.00            53.00
1924     68             25.00            32.00            57.00
1924     69             22.00            35.00            57.00
1924     70             29.00            52.00            81.00
1924     71             21.00            20.00            41.00
1924     72             21.00            23.00            44.00
1924     73             23.00            31.00            54.00
1924     74             16.00            34.00            50.00
1924     75             13.00            18.00            31.00
1924     76             21.00            22.00            43.00
1924     77              6.00            14.00            20.00
1924     78             15.00            15.00            30.00
1924     79             13.00            18.00            31.00
1924     80             10.00            18.00            28.00
1924     81              8.00            12.00            20.00
1924     82             11.00             8.00            19.00
1924     83              5.00            20.00            25.00
1924     84              9.00            19.00            28.00
1924     85              7.00             6.00            13.00
1924     86              9.00            10.00            19.00
1924     87              9.00             3.00            12.00
1924     88              1.00             4.00             5.00
1924     89              6.00             4.00            10.00
1924     90              2.00             3.00             5.00
1924     91              5.00             2.00             7.00
1924     92              5.00             1.00             6.00
1924     93              0.00             3.00             3.00
1924     94              0.00             1.00             1.00
1924     95              0.00             1.00             1.00
1924     96              2.00             1.00             3.00
1924     97              0.00             1.00             1.00
1924     98              0.00             2.00             2.00
1924     99              0.00             0.00             0.00
1924    100              1.00             0.00             1.00
1924    101              0.00             0.00             0.00
1924    102              0.00             0.00             0.00
1924    103              0.00             0.00             0.00
1924    104              0.00             0.00             0.00
1924    105              0.00             0.00             0.00
1924    106              0.00             0.00             0.00
1924    107              0.00             0.00             0.00
1924    108              0.00             0.00             0.00
1924    109              0.00             0.00             0.00
1924    110+             0.00             0.00             0.00
1925      0            480.00           645.48          1125.48
1925      1             75.00            58.04           133.04
1925      2             37.00            41.03            78.03
1925      3             25.00            32.02            57.02
1925      4             26.00            27.02            53.02
1925      5             25.00            23.02            48.02
1925      6             18.00            20.01            38.01
1925      7             16.00            16.01            32.01
1925      8             13.00            12.01            25.01
1925      9             13.00            21.02            34.02
1925     10             10.00            13.01            23.01
1925     11              9.00            12.01            21.01
1925     12             14.00            16.01            30.01
1925     13             12.00            16.01            28.01
1925     14              8.00            17.01            25.01
1925     15             14.00            13.01            27.01
1925     16             15.00             6.00            21.00
1925     17              9.00            16.01            25.01
1925     18             12.00            20.01            32.01
1925     19             17.00             9.01            26.01
1925     20             17.00            14.01            31.01
1925     21             13.00            18.01            31.01
1925     22             15.00            17.01            32.01
1925     23             12.00            16.01            28.01
1925     24             15.00            14.01            29.01
1925     25             14.00            23.02            37.02
1925     26             14.00             9.01            23.01
1925     27             12.00            13.01            25.01
1925     28             15.00            16.01            31.01
1925     29             18.00            16.01            34.01
1925     30             15.00            21.02            36.02
1925     31             12.00            10.01            22.01
1925     32             13.00            21.02            34.02
1925     33             18.00            14.01            32.01
1925     34             11.00            14.01            25.01
1925     35             21.00            19.01            40.01
1925     36             21.00            21.02            42.02
1925     37             21.00            19.01            40.01
1925     38             26.00            27.02            53.02
1925     39             25.00            21.02            46.02
1925     40             15.00            25.02            40.02
1925     41             19.00            21.02            40.02
1925     42             17.00            23.02            40.02
1925     43             14.00            21.02            35.02
1925     44             19.00            23.02            42.02
1925     45             18.00            33.02            51.02
1925     46             10.00            18.01            28.01
1925     47             10.00            26.02            36.02
1925     48             19.00            26.02            45.02
1925     49             19.00            22.02            41.02
1925     50             23.00            30.02            53.02
1925     51             13.00            26.02            39.02
1925     52             20.00            24.02            44.02
1925     53             19.00            38.03            57.03
1925     54             18.00            30.02            48.02
1925     55             24.00            31.02            55.02
1925     56             23.00            40.03            63.03
1925     57             19.00            23.02            42.02
1925     58             14.00            30.02            44.02
1925     59             16.00            23.02            39.02
1925     60             23.00            41.03            64.03
1925     61             15.00            18.01            33.01
1925     62             12.00            36.03            48.03
1925     63             15.00            31.02            46.02
1925     64             18.00            51.04            69.04
1925     65             23.00            46.03            69.03
1925     66             14.00            31.02            45.02
1925     67             28.00            53.04            81.04
1925     68             26.00            40.03            66.03
1925     69             20.00            32.02            52.02
1925     70             21.00            37.03            58.03
1925     71             15.00            34.03            49.03
1925     72             18.00            33.02            51.02
1925     73             20.00            26.02            46.02
1925     74             21.00            23.02            44.02
1925     75             18.00            37.03            55.03
1925     76             14.00            31.02            45.02
1925     77             14.00            17.01            31.01
1925     78             18.00            26.02            44.02
1925     79              8.00            19.01            27.01
1925     80             13.00            20.01            33.01
1925     81              7.00            17.01            24.01
1925     82              8.00            17.01            25.01
1925     83              6.00             9.01            15.01
1925     84             11.00            12.01            23.01
1925     85             14.00             9.01            23.01
1925     86              8.00            10.01            18.01
1925     87              3.00             6.00             9.00
1925     88              7.00             9.01            16.01
1925     89              5.00             5.00            10.00
1925     90              4.00             5.00             9.00
1925     91              4.00             2.00             6.00
1925     92              6.00             4.00            10.00
1925     93              3.00             3.00             6.00
1925     94              3.00             1.00             4.00
1925     95              1.00             0.00             1.00
1925     96              2.00             0.00             2.00
1925     97              0.00             1.00             1.00
1925     98              2.00             0.00             2.00
1925     99              0.00             0.00             0.00
1925    100              1.00             0.00             1.00
1925    101              0.00             0.00             0.00
1925    102              0.00             0.00             0.00
1925    103              0.00             0.00             0.00
1925    104              0.00             0.00             0.00
1925    105              0.00             0.00             0.00
1925    106              0.00             0.00             0.00
1925    107              0.00             0.00             0.00
1925    108              0.00             0.00             0.00
1925    109              0.00             0.00             0.00
1925    110+             0.00             0.00             0.00
1926      0            538.00           695.00          1233.00
1926      1            112.00            88.00           200.00
1926      2             58.00            43.00           101.00
1926      3             37.00            32.00            69.00
1926      4             29.00            35.00            64.00
1926      5             21.00            31.00            52.00
1926      6             23.00            21.00            44.00
1926      7             12.00            19.00            31.00
1926      8             15.00            14.00            29.00
1926      9             17.00            23.00            40.00
1926     10             15.00            15.00            30.00
1926     11             11.00            15.00            26.00
1926     12             13.00            11.00            24.00
1926     13             10.00            13.00            23.00
1926     14             11.00            16.00            27.00
1926     15             16.00            18.00            34.00
1926     16             15.00            18.00            33.00
1926     17              9.00            12.00            21.00
1926     18             13.00            18.00            31.00
1926     19              8.00            15.00            23.00
1926     20             21.00            18.00            39.00
1926     21             13.00            16.00            29.00
1926     22              7.00            20.00            27.00
1926     23             18.00            18.00            36.00
1926     24             11.00            19.00            30.00
1926     25              9.00            18.00            27.00
1926     26              8.00            22.00            30.00
1926     27             10.00            14.00            24.00
1926     28              9.00            17.00            26.00
1926     29             15.00            15.00            30.00
1926     30             22.00            16.00            38.00
1926     31             15.00            14.00            29.00
1926     32             14.00            11.00            25.00
1926     33             15.00            26.00            41.00
1926     34             19.00            11.00            30.00
1926     35             17.00            24.00            41.00
1926     36             20.00            17.00            37.00
1926     37             18.00            15.00            33.00
1926     38             23.00            27.00            50.00
1926     39             21.00            19.00            40.00
1926     40             19.00            23.00            42.00
1926     41             20.00            16.00            36.00
1926     42             15.00            25.00            40.00
1926     43             17.00            22.00            39.00
1926     44             20.00            32.00            52.00
1926     45             20.00            31.00            51.00
1926     46             19.00            36.00            55.00
1926     47             16.00            26.00            42.00
1926     48             19.00            28.00            47.00
1926     49             23.00            30.00            53.00
1926     50             21.00            34.00            55.00
1926     51             11.00            34.00            45.00
1926     52             24.00            21.00            45.00
1926     53             18.00            24.00            42.00
1926     54             24.00            24.00            48.00
1926     55             16.00            36.00            52.00
1926     56             20.00            30.00            50.00
1926     57             22.00            27.00            49.00
1926     58             21.00            31.00            52.00
1926     59             15.00            30.00            45.00
1926     60             26.00            26.00            52.00
1926     61             15.00            30.00            45.00
1926     62             25.00            33.00            58.00
1926     63             14.00            32.00            46.00
1926     64             13.00            40.00            53.00
1926     65             34.00            51.00            85.00
1926     66             19.00            35.00            54.00
1926     67             15.00            50.00            65.00
1926     68             30.00            34.00            64.00
1926     69             19.00            23.00            42.00
1926     70             34.00            40.00            74.00
1926     71             24.00            31.00            55.00
1926     72             23.00            45.00            68.00
1926     73             31.00            31.00            62.00
1926     74             19.00            34.00            53.00
1926     75             19.00            45.00            64.00
1926     76             16.00            44.00            60.00
1926     77             20.00            35.00            55.00
1926     78             22.00            29.00            51.00
1926     79             18.00            19.00            37.00
1926     80             14.00            30.00            44.00
1926     81             17.00            13.00            30.00
1926     82             13.00            17.00            30.00
1926     83             10.00            17.00            27.00
1926     84             10.00            10.00            20.00
1926     85             17.00            13.00            30.00
1926     86              7.00            12.00            19.00
1926     87              8.00            13.00            21.00
1926     88              5.00             5.00            10.00
1926     89              8.00             8.00            16.00
1926     90              4.00             3.00             7.00
1926     91              1.00             0.00             1.00
1926     92              2.00             2.00             4.00
1926     93              4.00             3.00             7.00
1926     94              0.00             3.00             3.00
1926     95              1.00             0.00             1.00
1926     96              1.00             0.00             1.00
1926     97              0.00             1.00             1.00
1926     98              0.00             1.00             1.00
1926     99              0.00             2.00             2.00
1926    100              2.00             2.00             4.00
1926    101              0.00             0.00             0.00
1926    102              0.00             0.00             0.00
1926    103              0.00             0.00             0.00
1926    104              0.00             0.00             0.00
1926    105              0.00             0.00             0.00
1926    106              0.00             0.00             0.00
1926    107              0.00             0.00             0.00
1926    108              0.00             0.00             0.00
1926    109              0.00             0.00             0.00
1926    110+             0.00             0.00             0.00
1927      0            494.00           616.21          1110.21
1927      1             60.00            79.03           139.03
1927      2             38.00            27.01            65.01
1927      3             33.00            36.01            69.01
1927      4             24.00            35.01            59.01
1927      5             20.00            20.01            40.01
1927      6             15.00            22.01            37.01
1927      7             23.00            18.01            41.01
1927      8             20.00            25.01            45.01
1927      9             10.00            12.00            22.00
1927     10             16.00            17.01            33.01
1927     11              5.00            19.01            24.01
1927     12             15.00            18.01            33.01
1927     13             14.00             8.00            22.00
1927     14             10.00            13.00            23.00
1927     15             16.00            16.01            32.01
1927     16             18.00            24.01            42.01
1927     17             13.00            24.01            37.01
1927     18             20.00            13.00            33.00
1927     19             17.00            13.00            30.00
1927     20             15.00            27.01            42.01
1927     21             21.00            27.01            48.01
1927     22             18.00            21.01            39.01
1927     23             17.00            14.00            31.00
1927     24             20.00            19.01            39.01
1927     25             11.00            19.01            30.01
1927     26             13.00            11.00            24.00
1927     27             13.00            16.01            29.01
1927     28             17.00            23.01            40.01
1927     29              6.00            16.01            22.01
1927     30             16.00            12.00            28.00
1927     31             10.00            18.01            28.01
1927     32             14.00            18.01            32.01
1927     33              9.00            16.01            25.01
1927     34             17.00            14.00            31.00
1927     35             21.00            23.01            44.01
1927     36             24.00            23.01            47.01
